,EXT1,EXT2,EXT3,EXT4,EXT5,EXT6,EXT7,EXT8,EXT9,EXT10,EST1,EST2,EST3,EST4,EST5,EST6,EST7,EST8,EST9,EST10,AGR1,AGR2,AGR3,AGR4,AGR5,AGR6,AGR7,AGR8,AGR9,AGR10,CSN1,CSN2,CSN3,CSN4,CSN5,CSN6,CSN7,CSN8,CSN9,CSN10,OPN1,OPN2,OPN3,OPN4,OPN5,OPN6,OPN7,OPN8,OPN9,OPN10,Cluster
2279,1,2,2,5,1,3,1,4,4,5,3,2,4,4,2,4,3,2,2,4,3,2,2,3,3,4,3,3,2,2,2,4,3,5,1,3,3,3,1,2,3,3,4,3,1,3,2,3,3,2,1
2280,3,2,5,4,5,1,3,3,4,3,3,5,4,4,1,1,3,1,2,1,1,5,2,5,1,4,1,5,3,4,4,3,4,2,2,2,5,3,3,3,5,2,4,1,5,1,5,4,5,5,0
2281,3,3,2,3,2,4,4,3,3,3,5,1,4,5,2,5,4,4,4,5,2,5,2,3,5,4,1,3,3,4,5,1,4,1,4,1,5,1,4,3,4,1,5,1,4,1,3,4,5,4,3
2282,4,2,4,1,5,1,3,2,4,2,4,3,1,2,2,0,3,4,2,3,1,4,1,5,3,4,2,4,4,4,4,3,4,1,4,1,5,1,4,4,5,4,4,2,5,2,5,4,4,5,0
2283,4,1,4,2,5,2,5,1,5,4,4,2,4,4,1,1,2,2,1,2,2,5,1,4,4,5,2,4,5,5,4,3,4,1,5,1,5,3,5,5,4,1,5,1,4,1,5,4,5,5,0
2284,1,5,2,5,2,5,1,5,2,5,5,3,5,2,4,5,5,5,5,4,5,3,3,2,5,5,5,5,3,3,2,5,3,4,2,3,3,3,5,0,3,4,5,3,3,3,2,3,5,3,1
2285,1,3,5,5,2,3,2,4,2,5,5,4,5,2,2,5,2,2,5,2,1,5,2,5,2,5,2,4,3,3,3,2,4,5,4,2,5,3,5,5,4,2,2,5,2,4,4,2,5,1,1
2286,3,2,4,2,4,2,4,3,4,4,4,2,3,5,1,4,2,2,2,1,1,4,1,3,2,4,2,4,4,4,5,2,5,2,5,1,4,1,4,3,4,2,2,3,4,3,5,4,4,4,0
2287,3,1,1,4,5,2,3,5,1,3,4,2,5,3,5,5,5,4,4,3,3,4,1,4,1,3,1,5,5,2,3,4,3,3,3,3,5,1,4,2,1,4,4,5,4,1,2,1,5,5,3
2288,3,2,2,3,3,3,1,4,2,4,5,1,5,1,5,5,5,5,5,5,2,4,4,4,3,3,2,2,2,2,4,2,3,5,1,2,5,2,2,5,5,3,3,3,3,3,2,5,3,3,1
2289,3,2,4,5,3,4,2,5,1,5,5,4,5,2,5,5,5,4,3,2,5,5,1,5,1,5,1,5,3,3,5,5,3,3,1,5,5,3,5,3,3,2,5,2,3,1,5,3,3,5,1
2290,5,1,4,2,4,1,5,2,5,2,0,0,4,2,3,1,2,2,3,1,1,5,3,4,1,5,1,5,4,4,3,3,3,4,2,3,2,2,2,3,5,2,4,2,3,4,4,4,4,4,0
2291,1,5,1,5,2,3,1,5,1,5,4,5,3,3,3,1,1,1,2,3,3,3,1,2,3,3,4,1,1,2,3,1,4,1,2,3,2,4,4,4,5,1,5,1,5,1,4,5,5,5,2
2292,1,2,4,4,5,1,4,5,1,5,2,3,2,2,2,1,4,4,4,1,1,5,1,5,1,4,1,5,4,4,5,1,5,1,4,1,5,1,5,5,4,1,4,1,5,1,5,4,5,5,0
2293,2,4,3,4,3,3,2,4,2,4,4,3,4,5,1,1,1,1,2,1,1,5,1,5,1,4,1,5,5,5,4,2,5,1,3,2,4,2,3,5,5,1,5,1,5,1,4,5,5,5,0
2294,4,1,4,1,5,1,5,1,5,1,3,5,4,5,2,1,2,1,1,0,1,5,2,5,1,3,1,4,5,5,2,5,5,1,2,5,5,1,1,1,5,1,5,1,5,1,5,5,5,5,0
2295,1,3,4,4,3,2,3,2,2,5,3,3,3,3,3,3,3,3,3,3,1,4,1,4,1,5,2,5,5,3,4,1,5,2,4,1,5,1,4,4,5,1,5,1,3,1,5,4,5,5,3
2296,4,1,3,3,4,2,4,3,3,4,3,3,4,3,5,3,2,2,4,1,1,5,2,4,1,4,1,4,4,4,3,5,3,2,2,4,3,2,4,3,2,3,3,1,3,2,3,3,4,3,3
2297,2,4,2,4,2,4,2,4,3,5,1,4,3,5,3,1,2,1,2,1,3,5,1,3,2,5,2,4,3,4,3,2,4,4,3,2,3,2,3,2,2,1,2,1,4,3,4,2,4,3,2
2298,2,5,3,3,4,3,2,3,4,3,3,5,3,3,2,2,2,2,2,3,2,5,1,4,2,5,2,3,4,3,3,5,0,5,2,4,3,2,1,4,5,1,3,1,5,3,4,5,5,5,2
2299,4,3,2,3,2,2,4,4,4,4,4,4,4,3,2,4,4,4,3,2,1,5,4,5,1,4,1,4,4,4,2,4,4,2,3,3,4,2,2,2,1,5,4,2,4,2,4,4,4,4,3
2300,5,5,3,3,1,5,3,3,3,5,3,3,3,3,5,3,3,4,3,3,3,3,1,5,3,5,3,3,3,3,5,1,5,1,3,3,1,1,5,5,3,5,3,3,3,5,3,3,3,3,2
2301,2,4,2,4,1,2,1,5,2,4,5,2,5,2,3,2,4,2,4,4,1,4,2,4,2,5,2,4,5,4,4,1,4,2,4,2,5,1,4,4,5,2,5,2,4,1,4,4,5,4,1
2302,1,3,3,3,3,3,2,2,4,4,2,3,3,3,3,2,2,3,4,4,2,2,3,3,3,3,2,2,4,4,2,2,3,3,3,3,2,3,4,4,2,3,3,3,3,2,2,4,4,4,2
2303,2,2,4,3,4,2,3,2,5,3,2,4,4,1,2,1,2,3,1,1,3,0,3,3,3,4,3,3,4,4,4,1,5,1,3,4,3,3,5,5,5,1,4,1,4,1,4,4,4,4,0
2304,1,5,3,1,1,4,2,5,2,5,4,3,4,3,5,5,3,4,4,3,2,3,3,2,4,3,4,2,4,2,2,2,2,5,1,4,3,5,2,3,1,2,4,2,4,2,4,1,2,4,1
2305,4,2,3,3,4,2,4,2,4,4,3,3,5,1,1,1,3,1,3,4,1,5,3,5,3,2,2,4,5,3,2,1,5,2,2,2,3,3,3,2,4,2,4,4,4,1,3,2,4,4,0
2306,2,2,2,2,3,2,2,4,4,5,4,2,4,2,4,3,4,4,4,4,2,4,3,5,2,4,1,4,5,3,2,4,2,4,3,4,3,3,2,3,5,1,5,1,5,1,4,5,5,4,3
2307,1,5,2,5,1,4,1,5,1,5,3,4,4,4,3,1,1,1,3,2,3,3,1,2,4,3,3,2,3,3,5,1,4,1,4,2,4,1,4,3,4,2,4,2,3,3,5,3,5,5,2
2308,1,5,1,5,1,5,1,5,1,5,4,2,4,2,2,2,5,4,2,3,2,3,4,3,2,2,3,2,3,2,4,3,4,2,2,1,4,3,3,2,3,2,4,2,4,4,4,2,4,4,1
2309,1,4,2,5,1,2,1,5,2,5,5,2,5,2,2,5,4,4,5,4,1,5,2,5,1,5,1,5,5,4,2,2,4,4,4,2,5,2,5,5,5,1,5,1,4,1,4,5,5,4,1
2310,3,2,2,2,2,2,3,4,4,4,3,3,3,4,1,1,5,4,2,3,5,4,1,5,1,5,2,3,5,2,4,5,5,4,5,5,1,3,1,3,4,2,5,3,5,5,5,3,3,5,3
2311,2,4,3,4,5,1,4,5,3,2,1,5,2,4,2,1,2,1,1,1,2,3,3,4,1,1,2,3,5,2,4,2,5,3,1,2,3,3,1,4,4,1,4,1,5,1,5,3,5,5,0
2312,2,3,3,2,3,2,2,4,4,4,3,4,4,2,2,3,4,3,1,3,4,2,2,4,2,4,3,4,4,4,4,1,5,2,4,2,4,2,3,5,4,2,4,1,4,2,5,4,5,4,2
2313,3,2,3,2,3,1,2,2,5,5,1,4,2,4,4,1,4,3,5,4,3,4,5,4,2,5,2,5,4,2,2,1,4,1,4,4,4,3,2,3,4,1,5,1,3,1,3,3,4,5,3
2314,2,4,4,2,4,2,4,4,4,2,1,4,4,5,1,1,1,1,1,1,1,5,1,5,1,2,1,5,4,5,4,4,5,1,2,4,5,1,4,5,5,1,5,1,5,1,5,5,4,5,0
2315,4,2,3,2,4,2,4,4,4,2,5,1,5,4,4,4,5,5,5,5,1,2,1,5,2,5,2,4,4,4,4,4,5,4,1,4,4,3,4,4,2,2,5,4,4,1,5,1,5,5,3
2316,5,2,3,3,3,1,5,3,3,4,4,3,4,2,2,3,4,4,4,5,1,3,2,5,2,0,3,5,5,4,3,1,3,3,1,5,4,3,2,3,3,1,5,2,5,5,5,4,3,4,3
2317,5,2,4,4,4,3,3,4,5,3,2,3,2,3,3,3,4,4,2,3,5,5,1,5,2,5,4,3,3,3,4,1,5,3,4,4,5,2,5,5,3,3,4,2,4,3,5,2,5,3,3
2318,5,1,5,1,5,1,5,1,5,1,5,1,5,5,5,5,5,5,5,5,3,3,5,3,3,3,3,3,3,5,5,1,5,5,3,1,5,3,5,3,5,1,5,1,5,5,5,5,5,5,3
2319,3,3,4,4,2,4,2,4,2,5,4,3,5,4,4,4,2,1,4,2,2,4,1,4,2,5,2,3,4,3,4,2,4,2,3,2,5,1,4,3,3,2,4,3,2,4,3,1,5,2,2
2320,3,3,3,3,3,2,3,3,4,3,4,3,4,2,3,3,3,3,3,3,2,4,1,4,1,4,2,4,4,4,3,4,3,2,3,4,3,2,2,3,4,1,4,2,4,2,4,3,4,5,3
2321,4,1,4,3,5,1,1,5,4,5,2,5,4,5,2,1,1,1,1,1,1,5,1,5,1,5,1,5,5,4,5,1,5,1,3,1,4,1,3,3,5,3,5,1,5,1,4,3,5,5,0
2322,1,4,1,4,2,3,1,5,2,5,4,4,5,4,2,1,3,2,1,5,4,4,4,2,2,4,2,3,2,2,3,5,4,5,1,5,4,5,2,3,4,2,5,3,4,2,3,3,4,4,1
2323,5,3,5,1,4,1,3,1,5,3,1,5,2,5,1,1,1,1,1,1,1,4,1,5,1,5,1,5,5,5,1,4,1,2,1,5,1,4,4,2,4,1,5,1,5,5,5,4,5,5,0
2324,1,4,2,4,2,4,1,3,3,5,4,2,5,2,5,3,3,3,2,4,4,3,2,3,3,4,3,2,3,1,2,2,5,3,4,2,4,2,3,4,3,4,3,3,3,3,3,3,4,3,1
2325,3,1,2,2,4,1,2,1,5,2,1,4,1,3,1,1,2,1,1,1,4,3,2,4,3,2,4,3,3,4,3,3,1,2,1,2,2,2,3,2,3,1,5,1,4,1,5,2,2,5,0
2326,3,5,2,4,3,5,2,5,3,5,5,1,5,3,3,4,4,4,5,4,3,3,3,3,3,3,4,3,4,3,4,4,5,2,2,4,5,2,5,4,5,1,4,2,2,2,5,5,4,3,1
2327,4,1,4,1,4,1,3,2,4,2,3,3,5,2,4,3,4,4,4,3,1,4,3,5,2,5,2,4,4,4,3,1,4,2,0,2,4,3,3,4,3,1,4,3,4,2,5,2,4,4,3
2328,3,2,2,4,4,2,4,5,4,4,3,3,4,1,1,1,1,1,4,1,3,2,1,3,4,4,2,4,4,4,4,3,4,1,4,1,3,3,3,4,4,2,3,2,3,2,4,3,5,2,2
2329,1,2,3,3,1,5,5,5,1,5,3,3,3,1,3,3,3,1,3,3,2,2,1,1,5,2,5,3,1,0,1,3,5,2,2,5,5,3,3,3,4,4,3,2,4,3,5,3,5,3,2
2330,2,3,3,4,2,3,4,5,2,4,1,5,3,2,2,3,4,3,5,3,2,3,4,4,4,3,2,4,4,3,1,2,4,3,2,4,4,4,1,3,4,1,5,3,4,2,3,4,5,5,1
2331,4,1,5,3,5,1,5,1,1,1,3,4,4,2,4,2,3,3,1,2,5,5,4,5,1,5,1,4,4,4,3,1,5,2,2,1,5,1,3,4,0,1,5,1,5,1,4,5,1,5,0
2332,1,2,2,2,3,2,3,1,1,4,1,5,4,2,1,4,2,1,2,2,3,4,4,2,4,3,1,3,2,1,4,1,5,2,3,2,4,2,5,4,3,3,4,1,4,1,4,3,4,3,2
2333,4,3,3,3,4,2,3,3,4,3,4,4,4,2,4,3,3,3,4,4,2,5,3,4,2,4,2,4,4,4,2,4,4,4,2,3,2,3,2,2,4,1,4,1,4,1,4,3,5,5,3
2334,5,1,3,2,3,1,5,3,4,4,3,4,5,1,1,3,5,5,2,5,1,5,2,4,1,2,1,5,5,4,4,1,5,1,3,1,5,1,3,5,3,4,4,2,5,2,5,1,5,5,3
2335,1,1,3,3,5,3,5,1,3,2,3,1,3,3,3,3,2,2,1,3,5,5,1,5,1,5,1,3,5,3,1,3,5,3,3,1,2,3,3,5,1,1,5,1,5,1,1,1,3,5,0
2336,1,3,3,4,4,2,2,5,2,4,4,3,4,3,2,2,3,2,1,2,1,4,1,5,2,5,1,5,4,4,3,3,5,2,4,4,4,1,4,5,5,2,5,2,4,1,4,4,5,5,3
2337,1,4,4,3,4,2,4,4,2,2,4,4,3,3,1,2,2,2,4,2,1,4,1,5,1,4,2,5,4,4,5,3,5,3,4,2,5,1,5,5,5,1,4,1,5,2,5,4,4,4,0
2338,4,2,4,3,4,2,4,4,1,4,2,3,4,4,4,4,3,2,4,2,4,5,1,4,2,4,2,4,5,4,4,3,4,4,2,3,4,4,2,4,4,2,3,2,4,2,4,2,4,4,3
2339,2,2,2,2,4,2,3,2,4,4,4,4,4,2,4,3,3,3,3,4,4,1,4,2,2,3,4,2,2,3,3,4,4,3,3,4,3,4,3,4,5,3,3,4,3,2,4,4,4,3,1
2340,1,5,2,3,3,4,2,3,3,3,3,3,4,4,3,4,4,3,3,4,2,3,2,3,4,3,4,2,4,2,2,2,4,3,3,2,3,3,4,3,2,4,3,2,3,3,2,2,4,4,1
2341,3,4,4,3,2,2,3,3,2,5,3,5,5,3,1,2,2,1,2,2,2,3,3,4,1,4,2,4,4,3,0,2,3,3,4,4,2,3,1,2,3,3,4,3,3,2,4,4,2,3,2
2342,3,2,4,3,4,3,5,5,2,5,5,3,5,3,3,3,3,3,3,3,1,4,1,5,2,5,1,5,4,4,5,1,5,1,4,1,5,3,4,3,3,3,2,3,3,5,4,3,3,2,3
2343,2,4,2,4,3,2,1,4,3,5,4,3,4,4,2,2,2,2,4,2,1,3,2,5,2,5,3,4,4,3,4,2,4,2,4,1,4,2,4,4,2,4,2,4,2,4,3,2,4,2,2
2344,3,3,3,2,5,2,5,2,3,3,4,4,4,2,3,3,4,3,3,2,4,4,4,1,2,3,3,3,1,5,2,5,4,1,2,5,4,2,4,3,5,1,5,2,5,1,5,5,4,4,3
2345,4,1,4,1,4,2,4,1,5,3,3,2,4,2,2,2,3,3,3,3,2,5,2,4,2,3,1,5,4,4,3,4,2,3,2,4,3,3,4,3,4,1,4,1,4,1,4,4,4,4,3
2346,2,2,3,2,4,2,3,4,3,2,4,2,4,2,4,3,4,4,1,4,2,3,2,3,3,2,3,4,3,4,3,3,2,1,2,2,4,3,2,3,5,4,4,3,3,2,4,3,2,3,2
2347,5,1,5,1,5,1,5,1,5,1,1,4,4,4,1,3,4,2,1,1,1,4,1,5,1,5,1,5,5,5,5,5,4,5,5,5,4,4,1,4,3,1,5,1,5,1,3,4,5,5,0
2348,2,4,1,4,1,2,1,5,1,4,5,1,5,4,2,4,1,1,1,2,1,0,1,5,1,5,4,5,4,4,5,4,4,2,4,3,5,1,5,4,5,2,2,2,4,4,4,4,4,4,2
2349,2,3,4,5,1,2,2,4,2,5,3,5,3,4,4,2,2,1,2,2,1,4,3,5,1,4,1,5,4,5,4,4,4,2,1,4,4,1,2,4,2,3,2,3,3,3,2,3,2,3,2
2350,1,5,1,5,2,4,1,4,2,4,4,2,4,3,4,3,3,3,2,3,1,2,3,4,3,4,3,3,3,2,3,5,5,2,2,4,4,2,4,5,4,1,5,3,5,1,4,0,3,4,1
2351,4,5,4,2,1,5,1,1,5,5,5,2,4,4,5,5,4,5,5,4,5,1,2,4,1,4,5,4,5,4,2,3,4,4,5,2,3,4,2,3,3,2,4,2,3,2,4,2,3,3,1
2352,4,1,5,2,4,2,5,2,4,2,2,3,4,4,2,4,2,2,4,1,2,4,2,4,2,2,2,4,4,4,3,2,3,1,3,4,4,2,3,0,5,2,5,2,3,2,4,3,4,4,0
2353,1,3,4,4,3,1,4,5,2,5,1,4,2,4,2,3,5,4,4,2,1,5,4,5,1,5,2,4,4,4,4,2,4,1,4,2,4,2,4,4,1,2,5,1,3,1,4,3,5,4,3
2354,3,3,5,3,1,4,3,3,4,5,3,3,5,3,1,3,3,3,3,2,1,4,3,3,4,3,1,3,3,3,5,1,5,1,4,1,5,3,4,3,1,5,5,5,4,1,3,1,3,2,2
2355,3,2,2,4,3,2,3,4,2,3,4,2,5,1,4,5,5,5,4,5,1,4,3,5,1,5,2,5,5,5,2,5,4,5,2,5,2,3,4,4,4,3,4,2,4,2,4,4,4,4,3
2356,4,1,5,2,4,2,4,3,5,2,2,4,4,1,1,1,2,1,2,1,3,4,3,4,2,3,2,4,4,3,4,3,4,2,3,3,3,3,3,3,3,3,2,1,3,1,4,2,2,4,0
2357,1,5,3,5,1,5,5,3,5,5,0,5,3,5,5,5,5,5,5,5,5,1,1,3,4,5,5,1,1,3,3,5,5,5,5,5,5,1,5,5,1,5,5,3,5,1,5,1,5,5,1
2358,1,5,3,5,2,5,1,4,2,4,3,4,4,4,2,2,4,3,1,2,2,4,1,2,3,5,2,3,2,3,2,4,4,2,3,4,4,3,2,3,4,1,5,2,3,1,4,2,3,2,2
2359,3,2,3,4,3,4,2,4,4,4,2,4,4,4,4,2,2,2,2,1,1,5,1,5,1,5,1,5,5,4,4,2,5,1,4,1,5,1,5,5,5,1,5,2,4,1,5,2,5,4,0
2360,3,3,4,4,4,1,4,4,4,3,2,3,4,4,2,2,3,3,2,4,2,4,2,4,2,4,2,3,4,4,4,5,4,2,2,4,4,3,3,4,3,1,4,1,4,2,4,2,4,4,3
2361,2,5,1,5,2,4,1,2,4,5,2,4,3,1,2,1,2,3,1,5,4,3,4,3,3,2,3,2,3,1,3,3,3,4,3,1,3,1,5,5,1,3,3,2,2,2,4,1,5,3,2
2362,4,2,4,3,3,3,4,2,4,5,1,5,2,5,3,1,3,1,2,1,2,4,3,4,2,4,2,4,5,1,3,1,4,1,2,4,5,4,4,3,3,2,2,2,2,3,3,2,2,2,2
2363,1,5,1,5,1,4,1,5,1,5,4,2,4,2,2,4,4,4,1,4,1,5,1,5,1,4,1,4,5,3,2,3,2,4,3,4,4,2,4,4,4,2,5,1,3,1,4,4,5,5,1
2364,2,3,2,3,3,3,1,3,3,4,5,1,5,2,3,3,3,3,3,4,2,4,1,4,2,3,2,3,3,2,2,4,4,3,1,4,4,4,4,4,5,1,3,2,3,3,3,4,5,3,1
2365,5,1,5,1,5,1,5,1,5,5,5,2,5,1,1,3,1,1,5,1,1,5,5,3,1,3,1,3,5,3,3,5,3,5,3,5,5,1,1,5,5,1,5,1,4,1,5,5,5,5,3
2366,1,4,3,4,3,3,2,4,2,5,2,4,2,4,2,2,2,2,2,1,3,3,2,2,4,3,4,2,4,3,2,4,3,3,2,4,4,3,3,3,5,1,4,1,4,1,4,4,5,4,2
2367,2,4,2,4,2,5,2,4,2,4,3,4,5,2,2,3,2,2,4,2,4,4,3,2,4,2,3,2,2,2,5,2,4,2,3,2,5,2,5,4,2,2,2,2,4,4,4,2,4,3,2
2368,1,3,2,3,3,3,1,4,2,3,4,2,4,2,4,4,3,3,4,4,1,3,1,3,3,3,4,3,4,3,0,2,5,2,2,2,4,1,4,4,3,3,4,4,4,2,4,2,4,4,1
2369,5,1,4,5,5,1,4,3,4,2,3,5,4,3,3,2,4,4,2,3,2,5,1,5,1,5,1,5,5,4,1,3,5,2,2,4,3,3,3,4,5,1,5,1,5,1,5,5,5,5,3
2370,5,1,5,1,4,1,5,1,5,2,4,2,4,4,2,2,4,2,2,2,4,4,4,2,4,4,2,4,3,4,4,2,4,2,5,2,4,2,4,3,2,5,1,4,3,5,4,2,2,2,0
2371,2,4,4,3,4,3,4,5,1,4,1,5,2,3,1,2,1,1,1,1,1,5,1,5,2,5,1,4,4,4,5,2,5,1,4,1,5,1,5,4,5,1,5,5,4,1,4,3,5,4,0
2372,3,1,4,3,5,1,4,2,3,4,5,4,5,2,2,4,3,2,3,4,1,5,2,5,3,4,2,4,4,4,4,4,5,3,2,3,4,2,3,4,5,1,5,1,4,2,5,4,5,5,3
2373,1,2,3,2,4,2,1,1,1,2,5,1,5,2,3,3,4,5,3,4,2,5,2,5,2,5,2,3,5,4,3,5,2,4,2,4,2,3,2,3,4,1,4,1,4,2,3,4,5,4,3
2374,1,4,3,4,2,2,1,5,1,5,5,2,5,2,4,4,4,2,4,4,4,4,4,4,2,4,2,4,4,3,3,3,4,2,4,2,4,2,3,4,4,2,4,1,4,2,4,4,5,3,1
2375,3,1,5,5,5,2,5,5,2,4,3,3,5,1,2,5,3,1,1,2,1,5,1,5,1,5,2,5,4,4,5,1,5,1,5,1,5,1,5,4,3,5,5,5,4,5,5,1,5,4,0
2376,2,5,3,5,3,4,1,5,1,4,5,3,5,2,5,4,5,5,4,3,3,3,1,3,5,3,4,2,3,3,1,2,3,3,1,3,3,5,2,3,3,3,5,3,3,1,3,3,5,2,1
2377,1,3,4,2,3,3,2,5,4,4,1,5,3,2,1,1,5,5,4,4,3,2,1,3,4,1,3,3,3,4,3,5,4,3,2,4,4,2,2,4,4,1,5,1,4,2,5,2,4,5,2
2378,4,1,4,3,4,2,4,2,4,2,4,4,5,2,3,3,3,3,4,3,1,4,2,5,1,4,1,5,5,4,2,2,5,3,1,2,4,3,4,3,4,2,4,2,3,2,4,3,5,4,3
2379,1,4,2,4,2,5,2,4,3,5,1,5,3,3,2,2,3,2,1,4,2,5,3,5,4,2,1,4,5,1,5,1,4,1,4,2,4,3,5,3,3,3,1,4,3,5,3,3,3,2,2
2380,1,3,1,5,1,3,1,5,1,5,5,1,5,1,5,5,5,5,5,4,1,2,2,4,1,3,1,3,2,2,1,3,3,3,2,5,3,3,1,2,3,3,5,3,3,1,4,2,4,3,1
2381,1,2,4,3,4,2,2,2,4,5,3,4,3,4,4,4,4,2,3,3,3,4,1,4,3,5,4,3,4,4,4,3,3,2,2,2,5,3,4,4,4,2,5,3,4,1,5,3,5,5,3
2382,2,5,2,4,2,2,2,5,5,5,3,3,4,3,2,3,4,3,4,2,3,3,4,3,3,3,3,2,3,3,4,5,4,3,1,3,4,3,2,4,5,4,4,5,4,2,4,3,4,5,1
2383,2,3,3,4,4,1,2,1,2,2,4,2,5,1,4,5,3,4,4,4,1,5,2,5,1,5,1,3,5,4,2,2,4,2,1,5,1,2,4,4,5,2,5,2,5,1,5,5,5,5,3
2384,3,3,4,3,4,2,5,4,2,3,1,4,2,4,2,1,1,1,1,1,2,5,3,5,1,4,1,2,4,5,2,4,3,2,3,3,3,2,4,3,3,3,4,2,3,1,4,4,4,5,0
2385,3,2,2,2,4,1,4,1,5,4,4,3,2,2,4,5,2,4,4,3,5,2,1,4,4,2,5,2,4,4,4,2,4,1,1,5,4,1,5,5,5,1,5,1,5,1,5,5,5,5,3
2386,3,1,4,2,4,2,4,5,4,2,3,3,2,3,3,3,3,3,2,3,4,5,3,5,1,4,1,5,5,4,2,4,3,3,1,4,2,3,2,4,4,1,3,2,5,3,5,3,4,4,3
2387,3,2,3,3,3,2,2,3,2,1,3,3,5,2,3,2,3,2,2,4,2,3,3,4,2,3,3,3,3,3,3,2,4,3,1,4,4,3,4,5,4,2,5,2,4,1,4,4,5,4,3
2388,1,4,3,4,2,4,4,4,3,4,4,3,4,1,2,2,4,3,3,4,3,3,1,3,4,4,2,3,3,3,2,4,4,4,2,5,4,4,1,1,3,2,3,1,3,2,2,2,5,3,1
2389,4,2,4,3,3,2,3,4,4,3,4,4,4,3,4,3,5,3,4,2,1,4,1,4,1,3,3,4,4,3,4,4,5,4,2,4,4,3,2,3,4,2,4,2,4,2,4,3,4,3,3
2390,3,1,5,2,4,2,4,1,5,2,2,4,2,3,4,2,2,2,2,1,2,5,3,4,2,3,1,3,3,4,3,3,3,3,2,4,2,3,2,3,0,1,3,2,4,3,5,3,3,4,0
2391,5,3,4,2,4,2,4,3,4,3,2,4,3,4,2,1,2,2,1,2,1,5,1,5,3,4,2,3,5,5,4,2,2,1,2,1,5,2,3,4,5,1,4,2,5,1,5,4,4,5,0
2392,3,2,2,4,4,1,4,4,2,2,4,2,4,4,4,4,1,1,4,2,1,5,1,5,1,5,1,5,5,5,4,2,5,2,4,1,5,1,4,4,5,2,4,2,4,1,4,4,4,4,0
2393,3,3,4,1,4,2,3,4,3,3,2,3,3,5,2,1,1,1,1,1,1,4,1,5,2,3,1,5,5,5,4,2,5,2,5,1,4,1,4,5,4,2,4,2,4,1,4,2,4,4,0
2394,4,3,5,3,4,3,3,4,2,4,5,5,5,1,4,5,5,5,5,1,2,3,1,4,1,5,1,3,5,4,3,1,5,2,3,3,5,1,5,5,1,3,4,1,5,1,5,3,4,5,3
2395,2,5,2,5,3,4,1,5,1,5,3,3,4,0,2,2,2,2,3,2,1,3,1,4,2,4,1,4,4,4,4,1,4,3,3,4,4,2,5,4,4,3,4,1,3,3,4,4,3,4,2
2396,2,3,2,3,0,4,2,4,4,4,4,4,4,2,4,4,3,3,4,4,3,2,3,2,3,0,3,4,2,2,4,2,4,2,4,2,4,3,4,2,4,4,4,3,2,2,4,3,2,2,1
2397,1,5,1,5,1,5,1,5,1,5,4,3,3,1,4,4,5,5,5,5,3,1,3,3,2,4,3,3,3,3,5,2,5,3,5,1,5,1,5,4,3,3,4,3,3,3,3,3,5,3,1
2398,4,1,5,2,4,2,4,2,4,3,3,4,1,4,1,1,5,4,1,1,2,4,4,4,1,3,1,4,4,4,2,4,5,2,1,4,4,4,2,2,4,2,5,1,4,1,5,4,4,5,0
2399,2,3,2,4,3,2,2,4,2,5,3,2,4,3,3,4,4,4,4,3,2,3,3,4,3,4,2,4,4,2,3,4,4,3,2,4,4,2,4,4,5,1,5,1,4,1,5,5,5,5,1
2400,2,4,3,4,2,4,4,2,4,5,4,4,4,2,4,4,4,3,3,2,1,4,1,5,2,5,2,3,4,2,3,4,3,2,1,4,3,1,2,3,3,2,3,1,3,2,5,2,4,3,1
2401,2,1,3,3,2,3,3,4,3,5,5,2,5,3,2,5,3,3,5,3,3,3,3,3,2,3,2,3,3,3,3,2,3,2,3,2,3,3,5,5,3,3,3,2,3,3,4,3,4,5,1
2402,1,4,4,4,3,3,4,4,3,5,2,2,4,2,1,1,2,2,2,2,1,5,1,4,2,2,1,5,2,5,4,3,5,1,3,1,5,1,5,5,1,4,4,2,5,1,4,2,5,5,2
2403,4,1,5,2,4,1,5,3,4,2,2,1,5,2,2,1,5,3,2,1,2,5,3,3,2,2,1,2,4,5,5,4,5,2,2,2,5,1,5,4,4,2,5,2,5,2,4,2,2,4,0
2404,5,1,5,5,5,1,5,3,3,5,5,5,5,5,5,3,1,5,5,1,1,3,3,3,3,0,1,5,3,5,3,1,5,1,1,5,3,1,5,5,3,1,3,1,5,1,5,1,5,5,3
2405,2,4,3,4,3,4,3,5,1,5,4,2,4,4,2,2,4,3,2,3,2,3,1,4,2,4,1,3,4,3,4,2,2,2,2,2,4,3,3,2,2,4,3,3,3,4,2,2,4,2,2
2406,4,2,4,2,5,1,2,3,5,1,2,3,3,3,1,1,1,1,1,2,2,4,4,4,1,5,2,5,5,5,5,4,5,1,2,1,2,1,5,3,3,3,4,3,4,2,3,3,3,4,0
2407,1,5,2,5,1,2,1,5,1,5,4,1,4,5,2,2,1,1,2,1,1,5,1,5,2,5,2,5,5,4,5,1,5,1,5,1,5,1,4,4,4,2,4,2,4,2,5,4,5,2,2
2408,1,4,2,5,2,4,1,5,1,5,1,5,1,5,1,1,1,1,2,5,5,3,1,4,4,2,4,4,3,3,4,2,3,1,1,2,4,1,4,4,4,2,4,4,4,2,4,4,5,5,2
