,EXT1,EXT2,EXT3,EXT4,EXT5,EXT6,EXT7,EXT8,EXT9,EXT10,EST1,EST2,EST3,EST4,EST5,EST6,EST7,EST8,EST9,EST10,AGR1,AGR2,AGR3,AGR4,AGR5,AGR6,AGR7,AGR8,AGR9,AGR10,CSN1,CSN2,CSN3,CSN4,CSN5,CSN6,CSN7,CSN8,CSN9,CSN10,OPN1,OPN2,OPN3,OPN4,OPN5,OPN6,OPN7,OPN8,OPN9,OPN10,Cluster
4369,3,3,3,3,4,5,4,4,2,3,3,3,4,1,3,3,3,3,3,3,1,5,1,4,1,4,1,5,4,4,3,1,4,2,3,3,4,2,3,3,3,1,4,1,4,2,5,2,4,4,3
4370,1,5,2,5,2,4,1,5,1,5,5,5,5,1,4,4,4,4,4,4,1,4,1,5,4,4,2,3,4,3,2,5,3,4,1,5,3,1,1,3,4,2,5,3,4,1,5,4,5,4,1
4371,1,3,2,5,2,1,1,5,2,4,4,3,5,5,3,2,2,1,2,1,2,3,2,5,3,3,3,3,3,3,2,1,5,1,5,1,5,1,4,5,5,1,5,1,5,1,5,5,5,5,2
4372,2,4,2,4,2,2,2,4,2,4,3,4,3,2,2,2,2,2,3,4,2,4,2,4,3,4,3,4,3,4,4,2,4,2,2,4,3,4,2,2,4,2,4,2,4,2,4,4,4,4,2
4373,2,1,5,2,4,2,3,1,1,3,5,4,5,3,4,1,1,1,1,3,1,5,1,5,1,5,1,4,5,4,3,1,4,1,1,2,5,3,4,5,4,1,2,1,5,4,4,4,4,2,0
4374,1,4,2,4,1,5,1,5,1,5,5,1,5,1,3,5,5,5,5,5,2,3,4,3,3,5,3,2,3,3,2,5,3,4,1,5,5,5,3,3,4,3,4,2,2,1,4,4,5,3,1
4375,2,4,2,3,2,1,2,3,5,5,5,2,5,1,2,5,5,4,4,5,1,5,5,5,1,4,1,2,5,1,2,5,2,5,3,5,5,3,3,3,5,1,5,1,4,1,5,5,5,4,1
4376,1,4,3,5,1,4,1,3,4,5,1,4,3,1,2,1,1,1,1,5,3,2,1,4,2,4,5,4,4,4,3,1,5,1,1,2,3,4,1,3,5,2,5,3,3,1,5,5,3,5,2
4377,3,2,4,3,4,2,4,2,4,4,2,4,1,5,2,2,2,1,3,1,2,4,2,4,4,2,2,4,5,5,4,2,4,1,5,2,4,3,2,4,4,2,4,3,5,2,4,4,5,4,0
4378,1,4,1,4,3,1,1,3,3,5,4,4,5,2,3,3,2,1,5,4,2,4,5,2,4,3,4,2,4,1,2,5,4,5,1,4,5,4,1,2,3,3,4,2,1,2,2,2,5,5,1
4379,3,1,4,3,4,2,3,4,2,4,1,4,4,3,2,5,2,2,2,1,1,5,1,5,4,5,2,2,5,5,4,3,5,2,3,1,4,3,5,2,5,2,4,2,4,2,5,4,5,3,0
4380,2,1,4,3,4,2,3,2,5,1,1,2,4,3,2,1,1,2,2,3,1,5,1,2,0,2,1,4,2,5,3,3,4,2,1,2,3,3,2,4,3,1,4,1,4,1,4,2,4,5,0
4381,5,3,2,3,4,2,3,3,5,5,5,3,5,3,5,4,5,5,4,4,5,1,4,3,4,5,4,5,2,3,3,1,3,1,3,1,4,1,4,3,4,3,3,2,5,2,4,4,5,5,1
4382,3,3,5,2,3,1,3,3,4,3,1,5,4,1,1,1,1,1,1,1,1,4,1,4,1,4,1,5,4,4,5,3,4,1,5,3,3,1,5,5,4,1,3,1,5,1,5,1,4,4,0
4383,3,2,4,2,4,2,3,2,4,2,4,2,4,3,2,2,2,2,4,2,2,4,4,4,2,3,2,4,4,3,4,1,5,2,4,1,4,2,4,4,4,2,4,2,3,2,4,3,4,3,0
4384,1,4,2,1,4,2,1,4,2,4,4,4,4,2,4,2,2,4,2,4,2,2,2,2,2,4,2,4,4,3,4,4,4,4,1,2,5,4,4,4,2,2,4,2,3,2,2,3,4,2,1
4385,1,1,5,1,4,2,5,4,3,2,3,3,4,5,3,2,5,5,3,5,4,5,3,5,1,5,1,4,5,5,3,4,3,5,2,2,3,3,2,3,2,2,3,5,5,3,4,1,5,5,3
4386,4,4,2,5,5,3,5,5,1,5,1,5,4,2,3,1,5,5,3,5,1,5,3,4,2,4,1,2,4,3,5,3,5,3,1,2,4,4,3,3,4,1,5,1,4,1,5,4,5,5,3
4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
4388,3,3,3,3,4,3,3,4,3,4,4,3,4,2,1,4,4,4,4,4,2,5,2,5,2,5,1,5,5,4,4,2,5,1,3,2,3,3,4,4,4,1,5,1,4,1,5,4,3,4,3
4389,2,3,4,4,3,1,3,4,4,4,2,4,4,2,2,2,2,3,4,4,2,2,5,4,4,3,3,4,4,4,3,3,5,2,2,4,5,4,5,4,5,1,5,2,5,5,5,4,5,4,3
4390,3,1,4,2,2,4,4,4,2,5,3,5,3,4,2,5,5,5,5,5,4,4,1,2,1,2,3,3,2,2,4,2,3,2,3,3,4,4,3,3,2,3,5,3,3,1,4,3,5,4,1
4391,1,3,1,4,2,4,1,4,2,4,5,1,5,1,2,4,3,4,4,4,2,4,3,3,3,3,2,3,3,3,2,5,4,4,1,4,3,4,2,2,5,1,5,1,5,1,4,5,5,5,1
4392,2,3,2,3,3,3,2,3,2,3,1,4,3,3,1,1,1,1,1,3,3,3,1,2,3,3,3,3,1,4,1,4,5,4,1,2,3,1,1,4,3,3,4,1,4,1,2,2,3,3,2
4393,2,4,3,3,3,4,4,4,2,5,4,3,5,4,2,3,4,4,4,1,1,4,5,4,4,5,1,4,4,4,3,3,4,3,2,3,5,3,4,4,5,2,4,3,4,2,5,4,4,5,3
4394,3,2,4,1,4,1,2,1,5,3,1,4,1,4,1,1,1,1,2,1,1,3,2,3,2,2,3,3,4,2,2,5,2,5,1,5,2,2,1,4,5,1,5,1,5,1,5,5,5,5,0
4395,2,2,4,4,4,2,3,4,3,2,2,2,2,4,2,2,2,2,2,2,2,3,4,3,3,3,3,4,4,3,4,2,4,2,2,2,3,2,2,4,4,2,2,4,4,4,5,3,4,4,2
4396,3,2,4,2,4,2,4,3,3,3,3,4,2,2,2,2,2,2,2,1,2,2,2,4,4,3,3,3,3,3,4,4,4,2,3,3,2,1,3,3,3,2,4,3,3,2,4,2,3,4,2
4397,1,4,4,3,5,2,2,2,5,2,2,1,5,3,2,4,4,4,4,3,1,4,1,4,2,3,2,4,4,5,4,1,5,1,3,1,5,3,5,5,1,3,2,4,4,4,5,2,2,5,3
4398,3,2,4,3,4,2,4,4,2,2,4,4,5,2,2,2,3,3,2,4,1,5,4,4,2,4,1,4,4,4,4,4,4,3,2,2,3,2,3,3,2,2,4,1,3,2,2,3,4,4,3
4399,2,3,3,4,2,3,1,5,1,5,3,3,4,2,1,3,3,3,3,2,2,1,1,4,3,4,5,4,5,3,3,2,3,3,3,2,5,3,4,3,3,1,4,1,2,1,4,3,4,3,2
4400,1,1,2,5,4,5,2,5,1,5,4,2,4,1,5,5,4,5,4,4,1,5,1,4,3,4,2,2,5,5,3,3,4,3,1,3,5,4,3,3,2,2,3,2,4,2,4,2,4,3,1
4401,3,5,4,5,4,4,3,1,1,5,5,5,5,3,5,5,3,5,5,1,1,1,2,5,2,4,3,3,4,5,5,1,3,2,1,2,5,3,5,3,5,3,5,2,3,1,4,5,1,4,1
4402,2,3,4,2,4,4,3,4,2,4,3,2,5,4,2,2,1,1,3,2,2,3,1,3,3,3,2,3,3,3,5,1,4,1,4,1,4,1,5,4,3,1,4,2,4,5,4,2,3,5,2
4403,4,1,3,2,2,2,5,4,2,5,4,3,4,3,2,3,3,1,2,3,1,4,2,4,2,3,2,0,5,4,5,2,3,2,3,1,5,1,3,4,4,4,4,3,3,1,3,3,3,3,2
4404,1,1,4,4,4,1,2,4,2,5,2,4,1,5,2,1,1,1,2,1,2,2,2,1,4,1,4,3,1,3,5,2,5,2,3,1,4,1,3,4,5,1,3,1,5,2,5,4,4,4,2
4405,1,2,1,5,2,5,4,5,5,5,4,2,4,5,4,5,4,4,4,4,1,2,1,5,1,5,2,5,4,4,1,1,5,4,4,4,5,1,5,2,2,1,5,1,4,1,2,2,5,5,1
4406,1,5,2,5,1,5,1,5,5,5,5,5,5,1,5,5,1,2,5,5,1,5,4,4,2,5,3,4,3,3,5,1,5,2,2,1,5,1,4,5,5,1,5,1,5,3,5,5,5,5,1
4407,1,4,2,4,2,2,1,5,2,5,2,5,1,4,2,1,1,1,2,1,3,2,3,2,5,1,5,2,1,2,3,1,5,1,3,1,4,1,3,2,4,1,4,1,3,2,5,4,4,3,2
4408,1,4,3,3,3,0,0,0,0,0,5,3,4,1,0,0,0,0,0,0,3,4,2,2,1,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,5,5,1,0,0,0,0,0,0,2
4409,5,1,5,1,5,1,5,1,5,1,1,5,1,5,1,1,2,1,1,1,1,5,2,5,2,5,1,5,4,5,2,5,2,2,2,4,2,4,4,1,4,5,4,2,5,2,3,1,4,4,0
4410,1,1,1,2,1,2,1,5,1,5,1,5,1,4,4,1,1,1,1,1,4,4,4,4,4,3,2,5,2,2,3,5,4,3,1,1,4,2,4,3,4,2,2,4,3,4,4,2,4,2,2
4411,3,2,5,2,4,1,3,2,4,2,2,3,3,5,3,2,1,2,2,1,2,4,1,4,2,5,1,3,4,5,4,1,4,1,4,1,5,1,4,4,5,2,4,2,4,1,5,5,4,4,0
4412,1,3,3,4,3,2,2,4,2,3,3,2,4,2,2,2,3,2,2,3,1,4,2,5,0,4,2,4,4,3,4,3,4,2,1,2,5,2,5,3,5,2,4,2,4,2,4,4,4,4,2
4413,5,1,5,1,5,1,5,1,5,1,2,5,3,1,1,2,3,2,2,4,4,5,3,4,1,2,1,3,5,5,3,2,5,4,2,2,4,2,3,3,4,1,5,1,5,1,5,5,4,5,0
4414,3,3,5,4,3,1,3,2,2,5,4,2,5,3,2,3,4,2,3,2,1,4,2,4,2,4,2,4,5,4,3,4,5,2,1,1,3,1,3,4,3,1,4,2,3,2,5,3,4,3,3
4415,1,5,1,5,2,5,1,5,1,5,3,3,4,3,4,5,5,5,4,5,3,2,1,3,4,4,4,3,1,2,5,4,5,4,2,4,3,3,4,3,4,2,4,2,3,2,1,3,3,4,1
4416,4,4,4,4,4,3,5,4,4,4,4,4,4,5,2,3,2,2,2,1,1,5,3,5,1,5,1,4,5,4,2,5,2,4,4,4,5,3,3,4,3,2,5,2,4,1,4,3,4,5,3
4417,4,5,5,4,5,2,2,5,5,5,1,5,5,1,1,1,1,1,1,1,5,5,2,5,1,5,2,5,5,5,3,5,5,2,2,5,4,5,3,3,1,2,5,1,4,1,5,1,2,5,0
4418,2,1,4,1,5,1,5,2,5,1,1,5,1,1,5,1,5,4,2,4,4,5,2,4,4,5,1,2,2,5,2,1,5,5,5,2,5,1,5,4,5,1,5,1,5,1,2,5,5,5,0
4419,4,1,5,1,2,2,2,2,5,2,4,3,5,5,3,1,1,1,1,1,1,4,2,5,1,3,1,5,2,3,1,5,5,4,1,5,3,3,1,5,4,4,5,1,5,1,2,2,4,5,0
4420,4,1,4,1,5,1,5,3,3,1,5,3,5,2,4,5,5,5,5,2,1,5,2,5,1,5,1,5,5,3,5,1,4,2,5,3,5,1,5,3,2,3,5,1,4,1,3,3,5,5,3
4421,4,1,4,1,5,1,5,3,4,1,3,4,2,2,2,2,1,1,2,2,2,4,1,4,2,4,1,4,3,3,4,2,4,2,2,2,4,1,4,4,4,2,5,2,4,1,4,4,4,5,0
4422,4,3,5,2,5,2,5,3,5,3,1,5,5,4,1,1,1,1,5,1,3,2,1,2,4,2,3,2,1,1,2,1,5,1,3,1,5,1,4,4,4,1,5,1,4,5,5,5,5,3,0
4423,2,1,2,2,5,1,5,2,4,2,4,1,3,2,3,3,4,3,5,4,5,5,3,2,2,1,2,2,1,3,4,2,1,1,3,2,5,3,5,4,4,1,2,1,5,4,5,4,5,4,3
4424,1,5,3,3,2,3,1,3,3,4,4,2,4,2,3,3,1,1,3,2,1,2,1,4,2,2,4,4,3,3,5,1,4,2,4,2,4,1,4,4,5,1,4,1,4,2,4,4,5,4,2
4425,2,3,3,2,3,2,2,4,3,3,4,2,5,2,4,3,3,3,4,3,2,4,2,3,2,3,2,4,3,3,4,1,5,2,4,1,5,2,4,4,5,1,3,1,5,2,4,4,5,5,3
4426,1,4,4,4,4,3,3,1,2,5,3,2,4,2,2,2,4,4,3,2,1,5,1,3,1,5,1,3,5,5,5,1,4,1,3,2,5,1,5,3,5,1,5,1,1,1,5,1,2,3,2
4427,3,1,3,3,1,2,3,3,1,5,4,4,4,2,1,2,4,2,4,3,2,4,5,4,2,4,2,4,5,2,1,4,2,5,2,3,1,4,1,4,2,2,5,3,1,1,3,2,4,2,1
4428,4,2,5,2,4,1,5,2,4,2,2,4,2,3,1,2,4,2,4,2,2,5,1,4,2,3,2,3,4,4,3,2,3,1,4,1,3,2,2,2,5,1,3,1,3,4,5,5,4,3,0
4429,4,3,2,4,4,3,3,2,5,2,2,3,5,3,2,4,1,1,2,3,2,4,3,4,4,4,3,4,4,3,4,4,5,4,3,5,4,3,3,4,5,3,2,3,4,3,5,3,4,4,3
4430,1,5,3,5,2,5,2,5,1,4,3,4,4,2,2,2,2,2,2,4,2,3,1,4,2,3,3,4,4,4,3,2,4,3,3,3,5,2,3,4,3,4,5,2,3,1,3,3,5,4,2
4431,3,2,4,2,4,2,2,5,1,4,3,4,4,4,1,1,1,1,2,1,1,3,3,4,2,4,2,4,5,4,4,4,4,3,2,2,4,1,4,3,4,1,3,1,4,1,5,4,4,4,0
4432,1,3,5,3,4,2,1,5,5,2,2,5,4,3,2,1,1,1,1,1,1,4,1,5,1,5,1,5,5,5,4,5,5,1,3,1,3,1,3,5,3,1,2,2,4,3,4,2,5,3,0
4433,4,3,4,3,4,2,4,4,3,3,3,5,4,3,2,2,2,1,2,1,1,4,2,5,1,4,1,4,4,4,4,2,5,2,4,2,4,2,4,4,5,1,5,1,5,1,5,4,5,5,0
4434,3,3,3,4,2,2,3,5,2,5,1,4,4,2,4,4,4,4,2,4,1,5,1,5,2,5,1,5,5,5,1,3,2,4,1,4,4,3,2,4,4,2,5,2,3,1,2,2,5,4,3
4435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
4436,2,4,3,5,1,1,1,4,1,5,4,2,5,3,4,4,4,5,4,4,2,5,1,5,3,3,1,3,5,5,3,3,5,3,3,2,4,2,1,5,3,2,5,1,4,2,4,2,5,5,1
4437,1,2,2,3,3,3,2,1,2,5,3,3,2,2,4,3,3,5,1,5,5,3,3,4,3,4,1,4,3,4,3,2,2,3,2,5,5,1,5,3,3,2,4,4,4,1,4,1,5,4,1
4438,4,3,3,4,4,3,3,4,4,3,4,3,4,3,3,3,4,3,2,2,1,4,1,5,1,5,1,4,5,3,5,5,5,3,3,5,5,2,4,4,4,4,5,3,4,1,4,4,4,1,3
4439,4,3,4,3,3,4,4,4,4,4,1,5,1,4,2,1,2,2,1,1,2,3,3,4,4,4,4,4,4,3,2,5,4,2,1,5,2,2,1,3,5,5,3,5,4,3,3,1,5,2,2
4440,1,1,4,3,3,2,3,2,4,3,2,5,3,2,2,1,1,1,1,1,2,5,4,4,3,3,2,3,3,4,2,2,3,3,1,3,3,4,3,3,2,2,4,1,3,2,3,2,4,5,2
4441,5,1,5,2,5,1,5,4,5,2,5,2,5,2,4,4,4,4,3,2,2,5,4,5,2,5,2,5,5,5,3,5,5,5,2,1,4,2,3,5,4,2,5,2,4,2,5,5,4,5,3
4442,3,2,4,3,4,1,3,2,4,2,2,4,1,2,4,4,2,2,4,2,2,4,2,4,3,2,3,3,5,4,3,2,4,1,2,4,4,3,4,4,2,2,4,3,3,2,4,4,5,3,0
4443,3,4,3,4,4,3,4,4,3,3,2,5,4,5,4,5,1,1,4,1,2,4,4,4,4,2,1,4,3,4,2,3,3,2,2,2,4,1,2,4,3,3,3,3,3,3,3,2,4,3,2
4444,2,1,5,2,3,1,3,1,3,3,3,4,1,3,1,1,3,1,1,3,5,5,1,5,3,5,1,4,5,5,3,2,4,1,3,2,1,5,3,5,3,2,3,1,4,3,4,1,3,4,0
4445,2,3,3,4,4,1,3,4,3,3,2,4,4,4,4,2,4,4,2,2,3,3,2,4,2,4,2,4,4,3,4,4,4,3,2,4,3,4,3,4,5,1,4,1,4,2,4,4,5,4,3
4446,4,1,4,1,5,1,3,1,5,3,3,3,5,4,5,3,3,2,4,2,1,4,4,5,2,5,1,5,4,4,4,3,2,1,3,1,5,1,4,4,3,2,4,2,5,1,4,3,5,5,0
4447,3,1,3,3,3,3,3,3,3,2,1,3,3,3,2,2,2,2,2,3,5,3,3,4,2,4,3,3,5,3,4,2,3,3,3,2,3,2,3,3,3,3,4,3,3,3,3,2,3,3,2
4448,5,1,3,3,4,3,5,3,3,2,5,5,4,3,3,2,5,4,4,3,4,1,4,2,2,5,3,4,3,3,3,5,3,4,4,4,3,3,3,4,3,1,5,1,3,1,5,3,4,5,3
4449,2,4,5,3,3,1,4,3,2,5,2,0,5,1,3,4,1,4,3,2,4,4,5,4,5,2,3,4,1,4,2,2,3,2,4,3,2,5,2,3,2,2,4,1,2,5,2,3,4,1,2
4450,1,3,1,4,1,4,1,5,2,5,5,1,5,5,1,5,4,4,5,5,4,5,5,4,3,2,5,4,2,4,5,2,5,3,2,4,5,1,5,5,5,1,5,1,5,1,5,5,5,5,1
4451,4,1,4,2,5,1,4,3,3,2,1,5,3,5,1,1,1,1,1,1,2,5,1,4,2,4,1,5,4,4,4,3,4,2,1,4,4,1,2,4,5,1,4,1,4,1,4,4,5,4,0
4452,3,3,2,4,1,3,2,3,2,5,4,1,4,2,5,1,4,3,2,5,2,3,3,4,3,3,3,3,5,3,1,4,5,4,2,4,2,2,3,4,5,1,5,1,5,1,4,4,5,5,1
4453,2,4,4,4,2,2,2,4,4,4,2,2,5,2,2,2,2,2,2,4,1,5,1,4,1,4,2,4,5,4,4,2,5,2,4,2,5,1,4,5,4,2,4,1,4,2,4,2,5,4,2
4454,2,2,2,4,3,3,2,3,3,4,3,4,4,4,2,4,3,3,2,3,3,3,2,4,3,3,2,4,2,4,3,2,4,3,2,4,3,4,4,4,3,3,4,3,3,3,3,2,3,4,2
4455,3,4,4,4,4,1,2,3,3,4,4,3,3,2,4,3,4,2,5,1,4,3,4,4,2,5,2,5,4,3,4,5,3,3,1,5,2,3,3,3,2,3,4,2,4,2,3,1,4,5,3
4456,1,3,3,4,2,1,1,3,4,4,5,2,5,2,3,3,3,3,4,4,2,3,4,4,2,2,4,3,3,4,4,3,3,3,2,2,4,2,4,4,4,2,5,2,2,2,2,4,4,4,1
4457,3,2,4,5,4,2,1,5,1,5,1,5,1,1,1,1,2,1,3,1,1,1,1,5,4,3,3,3,5,5,3,1,3,1,3,1,5,3,4,2,3,3,5,3,3,1,5,1,5,5,2
4458,1,5,2,3,1,3,2,5,2,5,5,2,4,1,4,4,4,4,5,5,1,4,1,4,3,5,3,4,4,5,3,4,5,5,1,5,3,3,4,5,5,1,5,1,4,1,5,5,5,5,1
4459,1,3,2,4,2,2,1,4,2,5,4,2,4,1,3,2,3,2,2,3,2,1,2,2,5,1,5,1,1,1,2,5,4,4,2,3,4,3,1,5,5,1,4,1,4,2,4,4,5,5,1
4460,1,3,3,4,2,2,1,4,2,5,5,2,5,2,4,5,5,5,5,4,2,3,5,3,3,4,4,3,3,2,5,5,4,4,1,3,3,4,1,2,2,4,2,2,1,4,2,1,5,1,1
4461,5,3,4,2,3,2,5,5,3,2,4,4,4,4,4,1,1,2,2,1,2,4,1,5,5,5,1,5,5,5,4,5,4,1,1,2,2,3,2,3,4,1,5,2,5,1,5,4,5,5,0
4462,3,4,3,4,2,4,2,5,1,5,4,3,4,4,3,3,2,1,1,2,2,4,2,5,3,3,3,4,3,3,5,3,5,2,2,2,4,2,5,5,4,1,5,1,5,1,5,4,5,5,2
4463,3,3,4,2,4,2,4,4,2,3,5,2,5,3,4,3,2,3,4,4,1,3,3,5,2,4,1,5,5,2,3,4,4,1,4,5,4,2,4,4,2,3,2,4,5,4,4,2,4,5,3
4464,1,5,1,5,1,4,1,5,1,5,4,4,4,3,3,3,4,3,3,3,4,3,1,4,1,4,1,4,4,3,3,2,5,4,5,1,5,1,5,5,4,2,4,2,3,1,4,3,5,3,1
4465,3,2,2,4,2,4,2,5,1,5,5,2,5,1,4,5,4,3,5,5,1,4,3,5,1,4,1,5,5,5,4,4,5,4,2,2,5,4,4,4,4,1,5,1,4,1,2,2,5,5,1
4466,2,5,2,5,2,5,2,4,3,4,3,2,4,2,5,5,4,4,4,4,2,5,1,5,2,5,2,2,4,3,4,3,4,3,2,5,4,2,3,2,5,2,4,2,4,1,5,4,5,3,1
4467,3,1,4,2,4,2,4,3,4,3,3,3,4,4,3,3,3,2,3,1,1,5,2,5,1,4,1,5,5,4,5,3,5,2,5,1,4,2,5,4,4,2,4,2,4,1,5,3,4,4,0
4468,1,5,2,5,1,5,1,5,1,5,4,1,4,1,1,5,5,5,3,5,3,3,3,3,3,2,3,3,3,5,2,1,3,4,3,1,2,2,3,3,2,2,5,1,3,1,4,2,5,5,1
4469,5,1,5,1,5,1,5,1,5,1,4,2,5,5,1,5,4,5,5,5,3,5,5,4,3,5,2,1,5,4,1,5,4,4,1,5,3,5,1,3,5,1,5,1,5,5,3,1,4,5,3
4470,3,2,4,4,3,1,4,2,2,2,2,4,2,4,2,1,5,1,1,1,1,5,2,5,2,2,1,5,5,5,5,4,4,2,2,2,1,1,2,5,5,1,4,1,5,1,5,5,5,5,0
4471,1,2,4,5,4,4,1,5,1,5,2,4,4,4,1,1,1,1,2,1,1,4,1,5,2,5,2,4,4,4,4,1,4,1,4,1,5,1,4,0,2,2,4,4,4,1,5,1,0,5,2
4472,1,5,3,5,1,2,2,5,2,5,3,5,5,4,2,1,2,2,1,3,5,3,3,5,2,1,2,4,3,3,3,2,5,3,1,2,4,3,4,5,3,2,2,2,3,3,5,3,3,3,2
4473,5,1,5,2,5,1,5,5,2,1,4,0,5,4,1,2,4,5,1,1,2,5,2,5,1,5,1,5,5,5,1,3,4,1,1,2,1,2,1,4,3,2,5,1,4,1,4,2,5,5,0
4474,1,4,1,4,1,1,1,4,3,4,3,5,2,4,1,1,2,2,1,5,1,4,1,4,1,5,4,1,5,3,4,2,5,1,3,1,5,2,2,4,4,2,2,1,3,4,3,4,5,3,2
4475,4,2,4,2,4,1,4,3,3,2,5,3,5,3,3,4,4,3,3,2,3,4,1,5,3,4,2,4,4,4,0,3,5,1,3,4,4,2,3,4,5,1,5,1,4,1,4,4,5,5,3
4476,5,3,5,4,3,3,4,5,2,5,3,5,3,4,2,1,1,1,1,1,1,5,1,4,1,5,1,5,4,5,3,2,5,2,5,2,4,5,2,5,2,1,3,3,2,3,5,1,2,3,0
4477,3,2,4,3,2,2,2,2,3,3,3,3,4,2,3,2,3,2,3,2,1,4,3,4,2,4,1,3,4,3,5,4,4,2,2,4,4,2,4,4,5,2,5,2,3,1,5,4,4,4,3
4478,1,3,3,4,4,4,2,4,1,3,1,5,2,3,3,1,3,1,1,1,4,4,3,3,3,2,2,3,4,4,4,3,4,2,3,2,5,3,3,4,3,3,5,4,5,1,4,3,4,5,2
4479,2,2,4,2,4,2,4,2,4,3,2,4,2,4,2,2,2,2,2,2,2,4,1,4,2,4,2,4,3,4,3,1,2,3,4,2,4,2,5,2,4,2,3,2,4,2,5,4,2,4,0
4480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
4481,3,1,1,2,3,2,2,3,3,4,5,2,5,1,4,5,4,4,5,5,2,3,4,2,2,4,2,3,3,4,2,4,3,4,1,4,3,3,2,2,2,2,4,2,4,2,4,2,4,4,1
4482,4,5,2,4,2,4,1,4,1,4,5,1,5,4,4,4,4,4,4,4,3,5,5,4,4,2,2,4,4,4,5,2,4,2,1,2,4,2,4,4,4,3,4,3,3,1,4,3,4,4,1
4483,3,5,4,4,2,1,2,4,2,4,2,4,3,4,4,2,1,1,2,1,2,3,2,4,2,1,2,3,1,3,3,4,5,2,2,2,3,1,3,5,4,1,5,1,5,1,5,4,5,5,2
4484,2,5,5,4,2,2,1,5,5,5,4,1,5,3,1,2,4,4,5,3,1,2,2,4,2,3,3,5,3,2,4,3,3,2,5,1,4,1,4,3,4,2,5,1,5,1,4,3,5,5,1
4485,3,1,5,1,5,2,4,2,5,3,2,5,2,5,1,1,2,1,2,1,2,5,1,4,1,3,1,5,5,4,5,1,5,1,5,1,4,1,5,5,5,1,5,1,5,1,5,5,4,5,0
4486,1,5,1,5,5,5,1,5,1,5,4,1,5,5,5,5,5,4,4,5,5,1,4,3,5,3,5,1,5,2,1,5,5,3,1,5,3,3,1,2,1,1,5,1,5,1,4,1,5,5,1
4487,1,4,2,4,2,4,2,5,1,4,5,1,5,1,4,4,4,4,4,5,2,2,2,4,2,4,2,2,5,3,2,4,4,2,2,4,3,2,4,3,2,2,4,2,2,2,2,1,5,4,1
4488,1,5,1,5,1,1,1,1,0,5,1,5,4,5,1,1,1,1,1,1,4,1,5,1,5,1,5,1,1,1,5,1,5,1,5,1,5,1,5,5,5,1,5,1,5,1,5,5,5,5,2
4489,2,2,3,2,4,1,4,3,2,4,2,3,4,3,1,1,1,2,2,2,4,2,4,1,3,1,3,4,2,4,4,4,5,3,1,2,4,2,1,5,5,3,3,4,3,2,5,4,3,4,2
4490,5,2,3,2,3,2,3,3,3,3,2,3,2,4,3,1,3,2,3,2,3,5,3,4,2,4,3,5,3,4,4,3,5,3,5,3,4,1,5,5,2,2,3,2,4,4,5,2,4,4,0
4491,4,2,4,2,4,2,4,4,4,5,5,4,5,3,4,5,5,5,5,3,2,4,4,4,2,5,2,4,4,4,4,3,5,4,1,3,4,3,4,3,3,2,5,2,5,1,5,3,5,4,3
4492,2,4,3,4,3,4,2,2,4,3,2,4,2,4,1,1,1,2,2,1,3,4,2,3,4,4,3,3,4,4,4,3,3,3,3,4,3,2,4,4,1,2,4,2,3,2,3,2,4,4,2
4493,1,4,2,4,2,4,2,5,1,5,5,2,5,1,5,4,4,4,5,5,1,4,2,5,2,4,2,5,4,2,3,4,3,3,2,4,3,3,3,3,3,3,4,2,3,1,3,3,3,3,1
4494,4,3,4,1,4,3,4,2,5,4,3,4,4,4,2,1,1,2,1,1,1,4,1,4,2,4,1,4,5,5,5,2,3,2,5,2,4,2,5,4,4,3,4,3,4,1,4,4,4,4,0
4495,4,1,3,2,5,2,4,3,4,3,4,4,4,3,4,3,4,4,4,4,1,5,2,5,3,3,1,4,4,5,2,4,4,4,1,5,4,3,5,4,5,1,5,1,5,1,4,5,4,5,3
4496,2,4,1,5,2,4,5,5,1,4,3,3,4,3,4,3,4,2,5,2,5,3,3,1,5,3,5,5,3,2,4,2,4,3,3,4,5,1,5,3,4,4,3,3,5,2,3,3,5,4,1
4497,1,5,1,5,1,4,1,5,1,5,5,1,5,1,1,5,5,5,5,5,1,3,1,5,1,5,1,4,4,3,1,2,4,4,1,3,3,5,3,2,3,1,5,1,3,1,4,3,5,4,1
4498,5,3,3,3,3,3,3,5,1,3,1,4,1,2,3,4,4,4,4,1,5,3,1,2,5,1,2,1,1,2,3,1,4,1,1,1,3,3,5,3,3,2,2,4,4,3,3,3,2,3,2
